student_id,toan,ngu_van,ngoai_ngu,vat_ly,hoa_hoc,sinh_hoc,lich_su,dia_ly,gdcd
37011234,7.4,7,8.5,,,,9.25,6.4,8
37015158,7.6,7.5,5.2,,,,6.25,7.5,9.25
37017171,6.6,7.75,5.6,,,,,8.5,
37009176,4.8,5.25,4.6,,,,6.5,8,7
37007230,5.6,7.75,4.4,,,,,6.75,8.5
37003239,8.6,9,8.8,,,,,,
37013232,7.4,7.25,3.8,5.25,7.25,7.25,,,
37005110,7.2,7.75,4.6,,,,7.25,8.75,9
37011235,6,9,7.25,,,,9.5,7,7
37015159,5.8,7.25,6.4,,,,6.75,7.25,8.75
37017172,6.6,7.75,7,6.5,6.25,7.25,,,
37007231,7,7,3.2,,,,,7.5,8.75
37009177,7,6.25,4.4,,,,6.5,6.75,6.75
37003240,7,7,5.6,,,,,8.25,9.5
37013233,7.8,7.25,6.8,6.25,8.25,7.75,,,
37005111,7.8,8.25,6,6.75,7.5,7.75,,,
37011236,6.8,7.75,5.75,,,,7.75,6,4.75
37015160,6.2,8.25,4.4,,,,5.75,7.5,8.5
37017173,6.4,7.25,6,,,,,9,
37007232,6.8,6.5,4.8,,,,,7.5,9.25
37009178,6.4,7.25,5.2,5,5.25,6,,,
37003241,6.4,6.75,6.4,,,,,7.5,8.5
37013234,6.2,7,4.6,,,,,7.5,8.5
37011237,6,5,7.25,,,,8,3.8,4.25
37005112,6,6,4.6,5.5,7.5,6.25,,,
37015161,5.2,7,4.8,,,,5.25,5.75,8.5
37017174,6.2,6,4.6,,,,,8,
37007233,6.4,7.25,4,,,,,9.25,9.5
37009179,4.6,5.5,5,,,,5.75,6.75,7.25
37003242,6.4,7.5,5.2,,,,,6.75,9.25
37013235,6,7.25,4.6,,,,,8.75,8.25
37011238,6.8,8.75,6,,,,8.5,5.6,6.25
37015162,7.4,4.5,4.4,,,,7.25,7.25,9.25
37017175,6.2,8.5,5.4,,,,,8.25,
37007234,6.8,6.75,4,,,,,8.25,9.25
37009180,4.2,6.5,5.8,,,,7,8.25,7.75
37005113,4.8,6.75,2.8,,,,5.75,7.25,6.75
37003243,5,6.75,6.2,,,,,5,8.5
37013236,7.6,7.25,7.4,6.75,7,6.5,,,
37011239,3.2,6,8,,,,8,3,6.75
37015163,7,8.5,5,8.25,6.5,5.5,,,
37007235,6.8,7.5,6.6,6.5,5.75,6,,,
37017176,4.6,7.25,2.6,,,,,7.25,
37009181,3.8,7,3.4,,,,5.75,7,8.25
37005114,4.2,7.5,,,,,6.25,7.25,
37003244,7.2,7.25,7.8,,,,,9,8.5
37013237,7.2,7,4.4,,,,,8,8.25
37011240,8.4,7.25,7.75,,,,8.5,5.6,5.75
37015164,5.8,8.5,5.2,,,,7.75,6.5,9
37007236,4,5,5.2,,,,,4.5,8.75
37017177,6.4,8,6.4,,,,,8.25,
37009182,6.8,7.5,4.6,,,,9,8.75,9
37005115,6.6,5.75,4,,,,5.25,7.75,8.25
37003245,6,7.25,5.6,,,,,8,9.5
37013238,4.8,6.25,4.6,,,,,5.75,6.25
37011241,8.2,7,,8.75,9.25,7.75,,4.4,
37007237,5.2,4.75,5,,,,,6.5,7.5
37015165,8,8.5,6.8,8.75,7.75,6.5,,,
37017178,6.6,7.25,6,,,,,7,
37009183,6.8,6.75,4,,,,5.75,8.25,6.25
37005116,6.6,7,4.6,,,,6.25,7,8
37003246,7.2,8.75,8.8,,,,,,
37013239,6.6,7.75,6.6,,,,,7.5,9
37011242,7.8,8.25,7.75,,,,8.25,8.4,7.5
37007238,3.4,6,4.8,,,,,6.5,8.5
37015166,7.2,8.75,6.6,,,,8.75,9,9
37017179,6.4,8,6.4,,,,,8.5,
37009184,8.2,7,8.8,8.75,5.5,5.75,,,
37003247,5.2,6.5,5.4,,,,,6.5,9
37005117,6.2,6.25,3.8,,,,7.5,8.25,8.5
37013240,6,7.25,5.4,,,,,7.5,9
37011243,6.8,6,6.5,,,,6.5,6.2,5.75
37007239,6,7.25,6.8,,,,,7,9.25
37015167,6.4,6.75,4.8,,,,7,7,7.25
37017180,7.2,7.75,7.6,7.75,7.25,8.5,,,
37009185,6.6,8.5,5.8,,,,6.5,7.25,9.25
37003248,6.8,7.25,7.8,6.75,8,6.25,,,
37005118,6.8,7,4,,,,9.75,8.75,8.75
37013241,5.2,7.25,5.6,,,,,7.25,9.25
37011244,4.6,7,5.75,,,,7.25,5.6,6.75
37007240,7.6,8.25,7.8,,,,,9.25,9.25
37015168,3.4,7,4.8,,,,3.75,5.25,7.75
37017181,6,7.25,5.6,,,,,8.25,
37009186,6.4,7.5,5.4,,,,7,8.25,8.5
37003249,5.6,5.75,4.4,,,,,5,8.25
37013242,6.6,6.5,4.2,,,,,7.75,8.5
37005119,1.8,5,,,,,7.75,5,
37011245,7.6,8,7.75,,,,7.5,5.8,5.25
37007241,7.2,8,5,,,,,7.75,8.25
37015169,7.2,8.5,6.4,,,,7.25,7,9
37017182,6.2,7.25,5.6,,,,,7.75,
37003250,7.6,7.75,7.6,,,,,6.75,9.25
37013243,7,6,4.4,6.25,4.75,5.25,,,
37011246,8.4,7.25,,7.25,6.5,6,,5.8,
37005120,5,5.5,2.8,,,,7.75,8.75,9
37007242,6.6,6.25,3.8,,,,,4.75,6.75
37015170,6.2,7.75,5.6,,,,7.5,6.25,9
37017183,5.6,7.5,5.4,,,,,7.75,
37003251,7.4,5.25,3,,,,,6.25,6.75
37009188,7.2,6.75,4.2,,,,5.25,7.75,7.5
37013244,5.6,7.5,5.8,,,,,8.5,8.5
37011247,6.6,7,7.5,,,,8.25,5.6,6.25
37005121,4.8,7.5,4.2,,,,8.5,8.25,8.5
37007243,8.2,5.75,5.6,8.25,7.75,5.5,,,
37015171,7,8.75,5.6,,,,6.75,7.5,9
37017184,6.6,8,3.8,5.5,6.5,7.75,,,
37003252,5.8,8,9.2,,,,,7.75,9.5
37013245,3.8,6.5,3,,,,,7.5,7.75
37011248,4,5.5,7,,,,7.5,4.2,5.75
37009189,3.8,5.75,4.4,,,,3.5,7,7
37005122,4.2,7,3.8,,,,8.25,9,7.25
37007244,7.2,5.75,5.6,8.25,6,5.25,,,
37015172,6.4,7.25,5.6,,,,6.75,6.25,8.75
37017185,6.4,7.5,4.4,,,,,8.5,
37003253,7.4,7.5,5.2,6,7.25,7.25,,,
37013246,8.2,7,5.2,8.25,8.5,8,,,
37011249,8.4,6.5,,8.25,8.5,5.25,,4.8,
37009190,6,7.75,5.2,,,,7,5.75,7
37007245,2.4,6,6.4,,,,,6.25,7.75
37015173,6.4,6.75,3,,,,7.25,7.5,9
37005123,5.4,7,3.4,,,,6,6.5,7.5
37003254,,6.75,,,,,,10,
37017186,6.8,7.75,5,6,5.75,7.75,,,
37013247,8.2,6,5.8,8,8.75,7.5,,,
37011250,6.8,6.5,6.5,,,,8,3.6,6.25
37009191,5.8,7.5,4.2,,,,5.75,8.75,9.5
37007246,6.8,6.5,6.2,,,,,6.5,7.75
37015174,7.2,6,5,,,,7.75,7.5,7
37005124,7.2,6.25,4.4,,,,7.5,7.25,8.25
37017187,7.8,7.5,4.8,,,,,8.75,
37013248,7.4,6.5,3.6,7.5,7.75,6.75,,,
37009192,8,5.25,6.4,7.25,8.25,5.25,,,
37007247,8,8,7.8,,,,,8.75,9.5
37005125,5.4,5,4.4,,,,6.75,6.5,7
37015175,7.6,6.75,3.8,,,,6.25,6.75,9
37013249,6.8,8,4.8,5.25,4.75,7.5,,,
37017188,6.8,8.5,5.4,,,,,9,
37009193,6.8,6.25,5,,,,6,6,6.75
37007248,5.4,7,5.8,,,,,7.5,7.75
37015176,7,7,6,,,,7,8,9.5
37005126,5.8,7.5,5.8,,,,7.75,8.5,9
37013250,8.2,8.5,8.6,7.75,9.5,8.5,,,
37017189,6,8.25,4.8,,,,,7,
37009194,7.2,8,6.4,,,,6.25,8.5,8.5
37007249,8.2,7.5,6.6,8,7,7.25,,,
37015177,6.8,7.25,5.6,,,,7.25,7.25,9.25
37005127,7.8,6.25,4.4,7.5,9,7.25,,,
37017190,7.8,8.5,6,,,,,8.75,
37009195,6.6,7.25,4.8,,,,5.5,7.75,7.25
37015178,4.8,5.5,4.4,,,,6,5.5,7.25
37005128,6,6.25,3.6,,,,6.75,7.5,8
37017191,7.2,7.75,4.2,,,,,8,
37009196,6.2,7,4.8,,,,8.25,8.75,7.75
37015179,3.8,6,2.8,,,,7,6.75,7.25
37005129,6.6,7.25,3.4,,,,6.5,8.5,8
37017192,6.6,6.75,4.4,,,,,7.25,
37009197,6.6,5.5,4.8,,,,7,8,7.75
37015180,6.2,8.25,4.4,,,,9.25,10,9
37005130,5.6,5.75,4.2,,,,7.25,8.25,7.75
37017193,7.2,7.5,5,,,,,8,
37009198,4.4,5.25,4.2,,,,6.5,7.75,8
37015181,5.8,8.25,3.8,,,,8.5,8.25,9.25
37005131,6.4,4,3.6,,,,6.25,7.5,8
37017194,6.8,7.5,5.8,7.5,6.75,8.25,,,
37009199,5.4,4.25,4.4,,,,5.25,5,6.5
37015182,7.6,8.5,4.4,,,,7.75,7.5,9.5
37005132,6.8,7,4.8,,,,7.25,7.75,9
37017195,7.4,7.5,7,8.75,7.25,8,,,
37009200,7.2,7.5,5,,,,6.25,7.5,8
37005133,6.6,7,4.8,,,,7.25,7.5,9
37015183,5.6,7.75,4.4,,,,8,7,8.5
37017196,6.4,7.75,6,,,,,8.75,
37009201,6.6,7.5,3.2,,,,6,7.75,7.5
37005134,7.4,6.5,6,6.5,6.25,5,,,
37015184,7,7.75,5.4,,,,5,6.75,8.75
37017197,5.8,7.25,5.6,,,,,7,
37009202,6.8,8,5.6,,,,7.25,6.75,7.5
37015185,6.8,6.25,6,,,,6,7.25,8
37005135,3.6,5,,,,,4,5.5,
37017198,6.8,6.25,5.2,,,,,6.25,
37009203,6.4,6,5.2,,,,6.5,7.25,7.5
37015186,6.6,5.5,5,,,,5.5,6,6.25
37005136,8,8,4.4,7.5,8,6.75,,,
37017199,6.6,8.25,5.2,,,,,7,
37009204,4,3.25,3,,,,6.5,6.75,6.75
37015187,7.8,7.25,7,8.25,6,6,,,
37005137,6.2,6.25,4.2,,,,8,8,9.75
37017200,7,8,5.4,,,,,8,
37009205,6.6,6.25,5.6,,,,6.75,9.5,7.75
37015188,8.4,8,5.2,8.25,6.75,8.5,,,
37017201,6,7.5,5.8,,,,,8.25,
37005138,6,6,4.2,,,,7.25,7,8
37009206,8,5.5,5.2,7.75,5,7,,,
37015189,7.4,8,5.6,,,,7.25,7.5,9.25
37017202,5,7.5,5,,,,,8,
37005139,8,7,3.2,,,,7,7.25,7.75
37009207,6.8,5,2.8,,,,6.25,8,8.25
37015190,6.2,7,4.4,,,,7.25,7.25,9
37017203,6.6,6.75,4.4,,,,,8.5,
37005140,7.2,6,5.2,,,,7,9,8.5
37009208,7.6,7,4.8,,,,6.5,5.5,8.25
37015191,7,7.25,4.6,,,,7,7.25,9.75
37017204,5.2,7,4.6,,,,,8.75,
37005141,4.6,6.25,5.2,,,,5,7,6.5
37009209,7.4,5.75,5.4,,,,6.5,7.75,8.25
37015192,6.2,7.5,4.2,,,,7.25,6.5,9.5
37017205,3.6,5.5,3,,,,,6.5,
37005142,6.2,6,3.6,,,,6.5,6.75,7.75
37009210,4.8,7,4.4,,,,6,7.25,7.5
37015193,5.8,7.5,3.6,,,,6.5,6,9
37017206,6.2,6.75,3,,,,,8.5,
37005143,6.6,6.25,4.4,,,,6.75,8,9.25
37009211,5.8,6.75,2.6,,,,5.25,5.25,5.5
37015194,6.8,7,4.6,,,,5.5,7,8.5
37017207,7.2,6.75,3.6,,,,,7.75,
37005144,7,7.25,5.8,6.75,8,7.5,,,
37015195,7.6,7.25,4.6,,,,8.25,9.25,9.5
37017208,7.4,7.5,4.4,8.5,7.5,7.75,,,
37005145,6.2,5.5,3.4,,,,8,6.5,8.25
37015196,7.2,6.5,5,,,,8.75,7.5,9.75
37017209,7.2,6.75,4.6,,,,,7.5,
37005146,6.8,6.75,4,,,,6.5,7.75,7.5
37015197,7.2,7.75,5,,,,8.25,10,9.5
37017210,8,8.5,6.6,7.5,7.25,8.5,,,
37005147,4.2,5.75,2.4,,,,5,5.25,6.25
37015198,6,7,5.6,,,,7,7,7.5
37005148,4.6,4.5,5.8,,,,6.5,8,8.5
37005149,5.4,6,5.8,3.75,6.25,6.25,,,
37005150,6.2,5.75,5.8,,,,6,6.75,8.25
37005151,6.6,6.75,4.4,,,,5.25,7,8
37005152,5.8,6.75,3.6,,,,8.5,8.5,9
37005153,6,7.75,5.4,,,,7,7.5,8.25
37005154,3.6,3.25,,,,,5,5,
37005155,6.6,7,4.6,,,,7.75,8.5,9
37005156,6.4,7.75,2.4,,,,8,8.5,9.25
37005157,4.8,7,,,,,4.75,7,
37005158,4.6,6.5,4.6,,,,7,7,6.75
37005159,4.2,4.5,,,,,5.75,5.25,
37005160,5.2,5,,,,,7,7.5,
37005161,5.2,4.5,,,,,6.25,6.25,
37005162,6,6.75,7,,,,7.5,8,7.75
37005163,8.4,7.5,4.6,,,,9.25,8.25,9.25
37005164,2.4,5,,,,,4.75,5,
37005165,6.2,6,3,,,,6,7.25,7.25
37005166,4.8,2.5,,,,,5.25,3.25,
37005167,6.2,6.25,4.8,,,,7.25,6.75,7.75
37005168,6.4,8,5,,,,6.25,7.75,8
37005169,6.2,5.25,4.2,,,,6,6.5,8
37005170,7.2,6.75,4.4,,,,6.75,7.75,7
37005171,7.2,8.25,3.8,,,,8.5,7.75,9
37005172,6.6,6,3,,,,5,7,6.25
37005173,5,4.5,3.6,,,,6.5,5,7.75
37005174,6.6,7.25,4.6,,,,8.75,7.25,8.5
37005175,5.8,6,3.4,,,,4.75,5.25,7.25
37005176,6.6,6.25,4.8,,,,8.25,7.75,8.25
37005177,5.8,6,4.8,,,,7.75,8.75,9.25
37005178,5.8,5.25,5.8,,,,6,5.25,8.5
37005179,2.2,4.5,,,,,6,5.25,
37005180,6,5.25,4.4,,,,7.5,7.75,7.5
37005181,6.2,6,5,,,,6,7.25,8.25
37005182,6.6,6.75,5.2,,,,7,8.5,9
37005183,6,5.25,4.6,,,,6.25,7,7.5
37005184,7.2,8.75,5.4,,,,5.25,8.75,9.5
37005185,3.4,4.25,,,,,6.25,6,
37009212,6.8,6.75,4.8,,,,4.75,8.5,7.5
37009213,3.6,4.5,3.4,,,,4,4.25,4.75
37005186,6.6,8.75,5.2,,,,5.25,8.25,8
37011251,6.4,5.25,5.75,,,,6.75,4.4,4.75
37013251,7.4,6.25,4.2,5.75,7,8.25,,,
37017211,7.2,6.25,6.4,,,,,7.75,
37003255,5.4,4.25,7,,,,,4.75,7.5
37015199,6,3.75,4.2,,,,7.25,6.25,7.25
37007250,8.4,7.25,8,8,8.75,7.25,,,
37009214,5.8,6.5,5.4,,,,6.25,6,7
37011252,6.4,6.25,6.5,,,,7.25,4,6.25
37005187,7,7.5,6,5,7,7.25,,,
37013252,7.4,7,6.4,,,,,7.25,9.75
37017212,6,7.25,5,,,,,7,
37003256,7,7.75,8.6,,,,,6.25,10
37015200,6.6,6.25,6.2,,,,6,6,7.75
37007251,5.2,7.5,6.8,,,,,6.75,7
37009215,5.8,6.25,5.4,,,,6.25,6.25,6.75
37011253,7.8,5.75,8,,,,9.5,4.8,6.5
37005188,6.2,7.25,5.2,,,,6.25,8.25,8.5
37013253,4.6,5.25,3.6,,,,,7.75,7.75
37003257,7.4,8,5.4,,,,,7,9.5
37007252,5.6,7.5,6,,,,,7.5,8.5
37015201,6.8,8.25,7.6,,,,8,7.75,9.5
37017213,6,6.25,4.4,,,,,6.25,
37009216,5.4,5.75,4.8,,,,6.25,7.25,7.75
37011254,8.4,7.25,8,,,,9,7.6,7.25
37005189,6.8,6.5,5,,,,8.25,7,8
37013254,6.2,5.75,2.8,,,,,7,8.25
37003258,7.4,6,7.6,7,4.25,3.75,,,
37007253,5.8,5,5.6,,,,,6,7.75
37015202,6.6,7,7.2,,,,7.5,6.5,7.75
37017214,6.4,7,3.8,,,,,8,
37009217,8.2,7.25,6,,,,8.25,9.5,8.5
37011255,5.6,5.5,6.5,,,,7.5,4.2,6.25
37005190,8.2,7.25,4,8.75,8.25,7,,,
37013255,7.8,8.5,7.6,,,,,7.75,9
37003259,5.8,5,8,1.75,3.5,5.25,,,
37007254,5.4,6.75,5.4,,,,,6.25,8.25
37015203,7.2,7.75,6.2,,,,7.5,6.75,9
37017215,7.6,8,6.2,,,,,9.25,
37009218,6.6,5,4.2,,,,7.75,8.25,8.5
37011256,8.4,7,6.5,,,,8.75,5.2,7.75
37005191,8.6,9.25,6.6,8.5,8.25,7.75,,,
37013256,7.2,6.25,5,4.5,7.75,7,,,
37003260,4.6,7,6.6,,,,,6.75,8.5
37007255,5.4,6.5,4.8,,,,,6.75,7.75
37015204,7.2,7,7.2,,,,7.75,6.5,9.5
37017216,7.8,8.75,7.8,,,,,8.25,
37011257,7.4,6.5,,7.25,4.5,4.75,,4.8,
37009219,7.6,7.25,4.6,6.25,6.25,5.75,,,
37005192,4.8,5.25,4,,,,6.75,6.5,7.25
37013257,6.8,7,5,6.5,6.75,6.75,,,
37003261,7,7,5,,,,,8,7.25
37007256,4.4,7.25,4.6,,,,,7,7.75
37015205,6.6,7,5.8,,,,8.25,7,9.25
37017217,6.6,7.25,2.8,,,,,7.75,
37011258,6,8.25,8.5,,,,9.25,6.8,9
37009220,8,6.75,4,,,,7.25,9,8.75
37005193,4.8,5,4.4,,,,6.25,6.75,8.75
37013258,5,6.75,3.2,,,,,8,8.75
37003262,4.2,8.25,4.4,,,,,8.5,8.5
37007257,6.6,5.25,5.4,,,,,4.5,7.25
37015206,8,6,5.4,,,,7.5,6.25,8
37017218,7.2,8,6.2,7.5,6.75,8.25,,,
37011259,4.8,7.25,5.5,,,,7.25,4,6.5
37009221,7.2,8,5.4,,,,7,8.75,9
37013259,5,6.25,4.2,4.75,6.75,6.25,,,
37005194,4,5,4.8,,,,4.5,5.5,7
37003263,,7.75,,,,,,,
37007258,8,7,6.4,8.5,7,6.75,,,
37015207,7,8,4,,,,9.75,9,9.5
37017219,7.2,8.25,6.6,,,,,9.25,
37011260,7.4,7.5,,7.25,6,5,,7.4,
37009222,6.8,6.5,5.4,,,,7.25,7.75,8.5
37013260,7.8,7.75,4.8,7.75,6.5,6.75,,,
37003264,8.2,7,6,6.75,7,6.5,,,
37005195,7,7,5,,,,7.75,7.5,8.25
37007259,4.4,8.5,6.2,,,,,8.25,8.75
37015208,6.6,6.25,5.2,,,,8.5,7.25,7.75
37017220,6.2,7.25,3.8,,,,,8.75,
37011261,6.6,6,4.75,,,,7.75,6.2,5.25
37009223,6.4,8.5,5.6,5,5.75,6.5,,,
37013261,6.8,6.25,4.4,,,,,7.75,9
37003265,7.4,7.75,7,,,,,8,8.75
37007260,5,7.75,6.4,,,,,7.75,6.75
37005196,2.2,6,3.6,,,,6,5.25,7.25
37015209,7,7.25,5.8,,,,8,5,9.5
37011262,7.2,6.5,,6.75,4,4.75,,5.8,
37017221,7.6,7.75,4.6,,,,,9.5,
37009224,8.4,8,7.2,7.5,7.75,6.5,,,
37013262,6,6,4.6,,,,,8.25,8.25
37003266,7.4,7.5,4,7,7.25,6,,,
37007261,9,8,7.6,6.5,8.5,8.75,,,
37005197,5.8,6,3.6,,,,6.25,6.5,7.5
37015210,6.6,5,9.6,5.75,5.75,7.5,,,
37011263,6,6.75,7.5,,,,9,6.4,7
37017222,8,7.25,4.4,,,,,8.25,
37009225,8.4,7,4.8,,,,7.25,8,9
37013263,6.2,5.75,5,7,7.25,5.75,,,
37003267,6,6.25,3.6,,,,,7.5,7.75
37007262,8.6,6.5,6.4,7.75,10,6.25,,,
37005198,6.2,8,5.4,,,,6.75,7.5,9
37011264,7.8,7,,3.75,8.5,7.75,,9,
37015211,8.2,7.75,6.8,,,,7,7,9
37017223,7.4,7.75,5,6.25,6.5,7,,,
37009226,6.6,6.5,3.2,4.5,5.75,5.75,,,
37013264,7.2,8.5,6.8,,,,,8,6.75
37003268,8.2,8,6.2,,,,,,
37007263,7.8,7.25,8,,,,,7.75,8.75
37005199,6.2,7.5,4.4,,,,6.5,7.5,8.75
37011265,7.6,7.75,6.75,,,,7.5,6,6.25
37015212,6.4,7,4.8,,,,7,6.5,8.75
37017224,6.4,6.75,4.6,,,,,7.75,
37009227,6.6,6,3.8,,,,4.75,6.75,8.25
37013265,6.2,8.25,5.4,5.75,7.5,6.75,,,
37003269,5.2,5.75,4,,,,,6,8.5
37007264,5,6.25,5.4,,,,,7,8.75
37005200,8.6,7.5,4.2,5,8.5,8,,,
37011266,6.8,4.75,8,,,,7.5,4.8,5.25
37015213,6,8,4.4,,,,7,7.5,9.5
37017225,6.6,7.5,4.6,,,,,8,
37009228,7,7.5,7.8,7.75,7,6.75,,,
37013266,7.2,8.5,5.2,,,,,8.75,10
37003270,4.6,7.75,4.6,,,,,6.75,9.75
37007265,5.4,6.5,5.6,,,,,5.5,6.5
37005201,6.2,6.25,5,,,,5.25,7,8.5
37011267,5.2,6.5,6.5,,,,8.25,5,6.25
37015214,7.8,8,4.6,6.5,9.75,8.75,,,
37017226,7.8,7,5.4,4.75,6.5,7.5,,,
37013267,7,6.25,5.2,8.75,8,8.25,,,
37003271,5,8.25,4.6,,,,,8,9
37009229,5.6,6.25,4.2,,,,6.75,6.25,8
37007266,8.2,8,8.6,7.25,5.25,6.75,,,
37011268,5.6,6.75,8,,,,8.25,5,5.5
37015215,6.8,8.5,4.6,,,,7.75,6.25,8.75
37017227,6.6,7,5.4,,,,,7.75,
37003272,6.2,8,4.6,,,,,7.25,7.75
37013268,6,7.5,4.2,7.5,7.25,6.75,,,
37005202,6.4,6.25,6.4,4.75,7,6.25,,,
37009230,5.6,7.75,5.4,,,,7,7.5,7.75
37007267,8,8,8.6,8,9,8.75,,,
37011269,6.8,7.25,,7.25,8,7,,6.8,
37015216,7.2,7.5,4.4,,,,7.75,7,8.5
37017228,7.8,8.75,6.2,,,,,8.5,
37003273,7.6,7.75,4.6,,,,,8,8.75
37013269,8,6.25,6.8,7.25,6.5,7.5,,,
37007268,6.4,7.5,7.8,,,,,8,8.5
37009231,6,6,5.4,,,,5,7,7.75
37005203,6.6,9,5.6,,,,8,8,8.75
37011270,7.2,6.75,7.25,,,,9,5.4,6.25
37015217,7,8,6,,,,8,5.75,9
37003274,5.8,6,5.6,,,,,4.75,7
37017229,6.6,7,5.8,,,,,7,
37007269,2.8,4.5,3.4,,,,,6.25,7
37013270,5.6,6.25,5,,,,,9.25,8.75
37009232,7.8,7.5,8.6,7.75,7.75,6.25,,,
37005204,6.2,5.5,6.6,4.25,5.25,5.25,,,
37011271,6.4,7.25,8,,,,8.5,3.8,5.5
37015218,6.6,8.25,6.4,,,,8,6.5,9.25
37003275,7,7.75,7.6,6.25,6,5.75,,,
37017230,6.6,7.25,4.4,,,,,9.75,
37007270,8.4,7,7.4,6.75,10,8.75,,,
37013271,7.4,8,7.8,,,,,9,9.25
37009233,5,6,4.4,,,,6,8.25,8.5
37005205,5.8,5,4.2,,,,7.25,8.25,8.5
37011272,6.8,8,8.25,,,,7.75,7,6.75
37015219,7.8,7.75,4.6,,,,6.25,6.25,8.25
37003276,7.4,8.25,7,,,,,9,9.25
37017231,6.2,7.75,4.2,,,,,8.5,
37007271,5,5.25,4.2,,,,,5,7.5
37013272,7.8,7.25,5.6,7.5,7,6,,,
37009234,6.4,7,4,,,,6.5,7.25,8.5
37005206,5.8,7.75,7.4,5,7.75,7,,,
37011273,7.2,7.5,9.5,,,,9.25,5.4,9.25
37003277,7,7.5,,,,,,7.25,8.5
37015220,6.6,6.25,6,,,,6.25,7.25,8.75
37007272,6.4,6.5,5.4,7,7,7.75,,,
37017232,6.2,7.25,4.8,7.5,6.5,6.5,,,
37013273,7.2,8,4.8,,,,,8.25,9
37009235,6.2,8,5.8,,,,6.5,8.25,7.75
37011274,8,8,9,,,,9.5,9.8,8.5
37005207,7.6,6.5,7.6,7.75,5.5,6.75,,,
37003278,7.6,7,5.2,7.75,7.75,4.75,,,
37015221,6.4,7,5,,,,7.25,7.5,9.5
37007273,7.6,7,6,,,,,8.5,9
37013274,6,6,5.4,5.75,5.25,6.25,,,
37017233,6.6,7.75,6.2,,,,,8.5,
37009236,9.4,7.5,8,8.5,8.25,7.75,,,
37011275,7.8,8.75,7.5,,,,9.25,6.4,7.5
37005208,8,8.5,5.8,6.5,7.5,6.75,,,
37003279,6.4,7.5,7.2,6.75,6,5,,,
37015222,7.8,6,5.8,,,,7.25,7.25,9.25
37007274,7.8,6.25,5.6,,,,,7,7.75
37013275,6.4,7.5,6,,,,,6.5,8.75
37017234,6.6,6.75,4.6,7,7,8,,,
37011276,8,7.5,,8,8.25,7.5,,6,
37009237,4.4,6.5,2.8,,,,7,7.5,8.25
37005209,8.2,9,7,,,,7.75,9.25,8.75
37003280,7.4,7,3.8,4.75,6,5,,,
37007275,7.2,7.25,5.8,,,,,8.75,9.25
37015223,6.4,6.5,8.4,,,,6.25,6.75,8.25
37013276,7.6,7.25,8,5.75,5.75,7,,,
37017235,7.4,8.25,4.6,,,,,9,
37011277,7.4,5.5,6.25,,,,8.5,5.4,6.75
37009238,7.2,6.75,5.4,,,,6.75,7.5,7.75
37005210,7.2,7,6.6,,,,7.5,9.5,9
37003281,7,8.5,6.8,,,,,8.25,9.25
37007276,7.4,6.75,7.8,,,,,8.5,8.5
37015224,6.6,5.75,4,,,,6.5,5.5,7.5
37013277,5.8,7,4,5.75,6.25,6.75,,,
37017236,6.6,7.5,4.8,,,,,8,
37011278,8.4,7.25,,7.75,6,7,,5.4,
37009239,7.4,6.25,6,,,,6.75,7.5,7.75
37003282,6.8,8.25,6.4,8,7.25,5.5,,,
37005211,7,6.75,7.8,6,7.75,6,,,
37007277,7,7.25,6.8,,,,,7.5,7.5
37013278,6.6,7,4.2,5.75,7,5.5,,,
37015225,7.6,6.5,4.2,,,,7,7.75,8.5
37017237,7.4,7.25,7.4,7.75,8.25,9,,,
37011279,5,6.75,6.5,,,,7.25,3.6,4.75
37009240,6.4,8,5.8,,,,7.75,8.75,8
37003283,7,7,6.2,,,,,7.75,8.5
37005212,5.4,6.25,4.8,,,,6.25,6,6.75
37007278,6.2,6,6.8,,,,,7,8
37013279,5.8,7,4.2,,,,,7,7.5
37015226,7.4,6.5,5.2,,,,5.5,6.75,9.25
37017238,7.4,7.5,6,,,,,7.75,
37011280,8.8,8,6.75,,,,8.75,7.8,7.25
37009241,7.4,7.5,7,6.75,5.5,7.25,,,
37003284,7.6,6.75,5,,,,,8,9
37005213,6.6,8.75,6.8,,,,8.75,9.25,9.25
37007279,6,6,4.4,,,,,4.25,8.25
37013280,6.4,8,6.4,,,,,7.75,9.25
37015227,6.4,6.75,5.6,,,,7.5,8,9.75
37017239,7,7.75,4.6,,,,,7.75,
37011281,6.6,8,6.5,,,,9.5,5.6,5.25
37003285,5,5.25,4.8,,,,,6.5,8.5
37007280,6,7,7,,,,,6.5,8.75
37005214,8,8,5.4,5.75,8.25,7,,,
37009242,6.4,7.5,5.4,,,,7,7,7.5
37013281,6.6,8.25,6.2,,,,,7.75,8.5
37015229,4.8,5.5,5.6,,,,5.75,7,8
37011282,4.8,7,7,,,,8.5,5.8,6.75
37017240,7.2,7.75,4.4,7,6.75,8,,,
37003286,6,6,3.2,6,7,3.25,,,
37007281,7.4,6,6.6,,,,,7.75,8.25
37009243,3.8,5.5,6.8,,,,6.25,6.5,8.5
37005215,6.8,6.25,4.8,5.5,7.5,6,,,
37013282,6.6,8.25,5.6,,,,,7.75,9.25
37015230,6,7.5,5.6,,,,6.75,6.75,7.75
37011283,6.4,8,6,,,,8.75,3.8,5.25
37017241,6,7,4,,,,,7.25,
